run,dataset,subject,model,uncertainty_score,target_coverage,coverage,score_cutoff,selective_accuracy,selective_risk
smoke_lda_one_subject,BCI_IV_2a,1,v1_lda,max-prob,0.8,0.8020833333333334,0.4632013800394881,0.8008658008658008,0.1991341991341991
smoke_lda,BCI_IV_2a,1,v1_lda,max-prob,0.4,0.4027777777777778,0.6115054851370199,0.8620689655172413,0.1379310344827586
smoke_lda,BCI_IV_2a,1,v1_lda,max-prob,0.6,0.6006944444444444,0.5210926359441823,0.8439306358381503,0.1560693641618497
smoke_lda,BCI_IV_2a,1,v1_lda,max-prob,0.8,0.8020833333333334,0.4632013800394881,0.8008658008658008,0.1991341991341991
smoke_lda,BCI_IV_2a,2,v1_lda,max-prob,0.4,0.4027777777777778,0.5563305953738215,0.4741379310344827,0.5258620689655172
smoke_lda,BCI_IV_2a,2,v1_lda,max-prob,0.6,0.6006944444444444,0.5384421341504679,0.3468208092485549,0.653179190751445
smoke_lda,BCI_IV_2a,2,v1_lda,max-prob,0.8,0.8020833333333334,0.5136545545131977,0.3073593073593073,0.6926406926406927
smoke_lda,BCI_IV_2a,3,v1_lda,max-prob,0.4,0.4027777777777778,0.6537994288376746,0.9482758620689656,0.0517241379310344
smoke_lda,BCI_IV_2a,3,v1_lda,max-prob,0.6,0.6006944444444444,0.561546792123562,0.8901734104046243,0.1098265895953757
smoke_lda,BCI_IV_2a,3,v1_lda,max-prob,0.8,0.8020833333333334,0.4792332980054388,0.8225108225108225,0.1774891774891774
smoke_lda,BCI_IV_2a,4,v1_lda,max-prob,0.4,0.4027777777777778,0.3514718842877798,0.3706896551724138,0.6293103448275862
smoke_lda,BCI_IV_2a,4,v1_lda,max-prob,0.6,0.6006944444444444,0.3431588691591489,0.3236994219653179,0.676300578034682
smoke_lda,BCI_IV_2a,4,v1_lda,max-prob,0.8,0.8020833333333334,0.338029339397958,0.2857142857142857,0.7142857142857143
smoke_lda,BCI_IV_2a,5,v1_lda,max-prob,0.4,0.4027777777777778,0.4395669877192443,0.3448275862068966,0.6551724137931034
smoke_lda,BCI_IV_2a,5,v1_lda,max-prob,0.6,0.6006944444444444,0.432595368114175,0.3063583815028902,0.6936416184971098
smoke_lda,BCI_IV_2a,5,v1_lda,max-prob,0.8,0.8020833333333334,0.4260133457246174,0.2943722943722944,0.7056277056277056
smoke_lda,BCI_IV_2a,6,v1_lda,max-prob,0.4,0.4027777777777778,0.5513872127880214,0.3620689655172414,0.6379310344827587
smoke_lda,BCI_IV_2a,6,v1_lda,max-prob,0.6,0.6006944444444444,0.5319579924554659,0.3236994219653179,0.676300578034682
smoke_lda,BCI_IV_2a,6,v1_lda,max-prob,0.8,0.8020833333333334,0.5128472832573202,0.29004329004329,0.7099567099567099
smoke_lda,BCI_IV_2a,7,v1_lda,max-prob,0.4,0.4027777777777778,0.4152417117851616,0.6293103448275862,0.3706896551724138
smoke_lda,BCI_IV_2a,7,v1_lda,max-prob,0.6,0.6006944444444444,0.3867032795702469,0.5144508670520231,0.4855491329479768
smoke_lda,BCI_IV_2a,7,v1_lda,max-prob,0.8,0.8020833333333334,0.3682734530145199,0.4372294372294372,0.5627705627705628
smoke_lda,BCI_IV_2a,8,v1_lda,max-prob,0.4,0.4027777777777778,0.4227878760122182,0.7672413793103449,0.2327586206896551
smoke_lda,BCI_IV_2a,8,v1_lda,max-prob,0.6,0.6006944444444444,0.3922461392974185,0.7109826589595376,0.2890173410404624
smoke_lda,BCI_IV_2a,8,v1_lda,max-prob,0.8,0.8020833333333334,0.35796587380451,0.6796536796536796,0.3203463203463204
